scraped_comment,time,date,year
"<div class=""narrow"">By the special grace of God, you all will rejoice with me because I'll announce my PPR in part 7. Already 3 months post AOR. It will end in praise</div>",10:50pm,Feb-18,2019
"<div class=""narrow"">WELCOME EVERYONE.....ALL D BEST. IT WILL <br><br>END IN PRAISE FOR US ALL. <br><br><br>CANNYLAND....HERE I COME <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""></div>",10:50pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75872550""><b>DrMrsCK</b></a>:<br>Chai! I missed page 1? My PPR will be in this part 7</blockquote><br>Amennnnnnn</div>",10:50pm,Feb-18,2019
"<div class=""narrow"">Hi everyone.....<br>Pls I need a contact of any reliable person in uniport who can help me with processing my transcript.<br><br>Plsssss....God bless u as u help me.... <img src=""https://www.nairaland.com/faces/cry.gif"" alt=""cry"" border=""0"" class=""faces""></div>",10:53pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75873264""><b>jjohndoe83</b></a>:<br><br>You're a fighter! </blockquote> her friend is a fighter</div>",10:57pm,Feb-18,2019
"<div class=""narrow"">For everyone at diff stages of this journey..... May our prayers be answered in Jesus name AMEN....<br><br>It shall End in PRAISE....Part 7 won't pass u by....Amen<br><br>From IELTS to ECA to POF to ITA to PPR to COPR to LANDING to better life in canada.....Amen....and Amen.....<br><br>Part 7 would bring with it FAVOUR, GOD's GRACE and  BLESSINGS beyond our expectations.....<br><br>Amen<br><br>Part 7 <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",11:00pm,Feb-18,2019
"<div class=""narrow"">Wow!! Congratulations to your friend @DrmrsCK, awesome testimony!!!</div>",11:00pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75873855""><b>Ifeoma77</b></a>:<br>Wow!! Congratulations to your friend @DrmrsCK, awesome testimony!!!</blockquote><br>Angel Ifeoma....Part 7...we shall dance for you soon...IJN...amen....</div>",11:02pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75871576""><b>Tojued</b></a>:<br><br><br>I had fun drawing up all the along options  <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""><br>It took me so long to understand Abuja transit, can't resist showing off my knowledge of the along system <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br>Welcome to part 7.</blockquote><img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> your directions - better than Google map!<br>Twale</div>",11:02pm,Feb-18,2019
"<div class=""narrow"">Send them a message via the contact form saying you want to add another document, they'll update your profile to reflect the additional document. I started my evaluation with only my B.Sc before I calculated my CRS and decided to include my Master's degree.<br><br><blockquote><a href=""/post/75872437""><b>cmaamaa</b></a>:<br>Good evening fellow NLs... Please I jst found out my SIL has an NCE in French (ALVAN) plus DELF (Diploma in French Language) <br><br>She has already sent in her BSc in French (UNN)  to WES before mentioning these other certificates.<br><br>Please how can she add and possibly verify one of these to claim 2 or more certificates.<br><br>Please epp our ministry biko</blockquote></div>",11:03pm,Feb-18,2019
"<div class=""narrow"">7 is a number of perfection, on this perfect level I decree my success and I claim my Visa.</div>",11:04pm,Feb-18,2019
"<div class=""narrow""><blockquote><a href=""/post/75883469""><b>Zutlin</b></a>:<br>Please is there anyone who has a space to give out at either Qlife or IOM for this week? <br>I have been given PPR and Remeds. My PPR is for 15 days but I only have 10 days left. I've tried but can't seem to get a near date.<br><br>Alternatively, does anyone know a staff in either hospitals that can help?<br><br>The medicals is for just me.<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me. </blockquote>Congratulations, I'm so happy for you.</div>",11:58am,Feb-19,2019
"<div class=""narrow"">We are already in part 7<br>@ArcUgo congrats may the land favor u thanks for the materials u sent to me <br>@ifeoma77, @tojued, @joo2018 @prof Ralph @ wesneey, @uchihasasuke19 and all post AOR we await ur testimony in this part</div>",11:58am,Feb-19,2019
"<div class=""narrow"">Thank you!<br><br><blockquote><a href=""/post/75888540""><b>Topsmamen</b></a>:<br>Congrats jhoci. </blockquote></div>",12:00pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75888832""><b>Utonne</b></a>:<br><br><br>Sis!!!! after reading some people's PPR stories especially after being 4months Post AOR, I always feel some type of way especially those with later AORs but then I check myself and remember that I had it easy peasy from Pre-ITA all the way to AOR and I honestly have no clue as to what their journey looks like.<br></blockquote><br>I swear, 4months post AOR for me too. September 25th ITA. I too had it mostly easy except for a few bumps along the way. But it is coming..</div>",12:00pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#990000;"">WHAT!.... Part 7  <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br>@Ifeoma77, Why didn't you tell me? Choi!<br>Anyways... This is where breakthrough will happen. If you are waiting for any breakthrough in this journey, God have heard your cry and He has opened new doors for you!</span></div>",12:05pm,Feb-19,2019
"<div class=""narrow"">Same thing happened to me, I didn't want anyone in my office to know so I told HR that I need a reference letter for an international program that I applied for and I specified the information I wanted them to include in the letter. I also told them to address it <b>'To whom it may concern'.</b> <br>Unless your HR are aproko people, they shouldn't ask you for additional info.<br><blockquote><a href=""/post/75887001""><b>firpemi</b></a>:<br>Hello E-fam, not sure i have come across a link with work reference ( if you don't want your employer to know about your immigration plans more so its a new job).  Requesting for work reference  seems like a herculean task. what can i do in a situation like this. the only reference on page 1 is a prototype for work reference. i have my well detailed employment letter and tax deductions.  </blockquote></div>",12:15pm,Feb-19,2019
"<div class=""narrow"">[quote author=ArcUgo post=75877890]Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br><br><br><br>Congrats my fellow Architect. <br>You have been helpful.<br><br>Go and prosper...</div>",12:24pm,Feb-19,2019
"<div class=""narrow"">Congratulations!!! I rejoice with you o. <br><br>Glory be to the lFATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���[/quote]</div>",12:30pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75889031""><b>Dannyko</b></a>:<br>Congratulations, I'm so happy for you.</blockquote><br>Thank you. My journey was a long and complicated one filled with fear and uncertainty at various stages. I'll post once I'm less busy.</div>",12:36pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75883469""><b>Zutlin</b></a>:<br>Please is there anyone who has a space to give out at either Qlife or IOM for this week?<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me. </blockquote><br>Hello, please call the hospital and ask, they should be able to consider you. By the way, why did you have an interview..do you mind sharing?</div>",12:36pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75890362""><b>Greatkhad</b></a>:<br><br><br>Hello, please call the hospital and ask, they should be able to consider you. By the way, why did you have an interview..do you mind sharing?</blockquote><br>I'll share soon.</div>",12:38pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75882147""><b>jolajemz</b></a>:<br>EE Profile<br>1. IELTS - 29/12/2017 <br>2. ECA - 24/05/2018<br>3. ECA (Spouse) - 03/07/2018<br>4. EE Profile: 04/07/2018<br>5. CELPIP (Spouse) - 31/07/2018 <br>6. ITA - 08/08/2018<br>7. AOR - 12/09/2018<br>8. IP2 - 12/09/2018<br>9. MEP/BIL - 09/10/2018<br>10. Biometrics - 10/10/2018<br>11. ADR (New passport for spouse) - 10/11/2018<br>12. ADR submitted - (12/11/2018)<br>13. PPR - 19/02/2019<br></blockquote>Congrats!!!!</div>",12:42pm,Feb-19,2019
"<div class=""narrow"">Hello house,<br><br>Please i need your advise here. What can i do to increase my CRS score to 400 plus as the age factor will likely dim my chances of getting a higher score( I will be 42 in June, 2019)<br><br>I hold a Bachelor of Arts Degree<br><br>I have spent 13 years in government service<br><br>Can modestly score CLB 9 in IELTS<br><br>I do not have a relative in Canada neither have I ever been out of Nigeria<br><br>I have no job offer.....<br><br><br>Your suggestions will go a long way in helping me to make an informed decision on this matter.<br><br>Thank you.</div>",12:42pm,Feb-19,2019
"<div class=""narrow"">I also told them to address it <b>'To whom it may concern'.</b> <br>Unless your HR are aproko people, they shouldn't ask you for additional info.<br>They accepted it. thanks for the reply. i got a soothing relief from your response. would not mind more input though</div>",12:46pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75889275""><b>smslive2</b></a>:<br><span style=""color:#990000;"">WHAT!.... Part 7  <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/shocked.gif"" alt=""shocked"" border=""0"" class=""faces""><br>@Ifeoma77, Why didn't you tell me? Choi!<br>Anyways... This is where breakthrough will happen. If you are waiting for any breakthrough in this journey, God have heard your cry and He has opened new doors for you!</span></blockquote><br>LOL...you were MIA. super thanks to those that packaged page one, more power t your elbow. I'm wondering if you can help spice the page 1 up as u did in part 6?<br><br>7 is the number of perfection, May God perfect all that concerns us IJN/Insha Allah</div>",12:47pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75883469""><b>Zutlin</b></a>:<br>Please is there anyone who has a space to give out at either Qlife or IOM for this week? <br>I have been given PPR and Remeds. My PPR is for 15 days but I only have 10 days left. I've tried but can't seem to get a near date.<br><br>Alternatively, does anyone know a staff in either hospitals that can help?<br><br>The medicals is for just me.<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me. </blockquote><br>Congratulations to you. I'm so happy for you, thank God it has ended in praise.</div>",12:50pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75890545""><b>justkay</b></a>:<br>Hello house,<br><br>Please i need your advise here. What can i do to increase my CRS score to 400 plus as the age factor will likely dim my chances of getting a higher score( I will be 42 in June, 2019)<br><br>I hold a Bachelor of Arts Degree<br><br>I have spent 13 years in government service<br><br>Can modestly score CLB 9 in IELTS<br><br>I do not have a relative in Canada neither have I ever been out of Nigeria<br><br>I have no job offer.....<br><br><br>Your suggestions will go a long way in helping me to make an informed decision on this matter.<br><br>Thank you.<br><br><br><br><br></blockquote><br>1. Go for Post Graduate Studies(Pgd or Masters), or any added qualifications accepted by IRCC<br><br>2. Study French and sit for TEF<br><br>3. Are you married if she's much younger, gotten @ graduate with @lest 3 years working experience?  let her be the primary applicant.</div>",12:53pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">A big congratulation sto you on this great news.<br><br>I am highly excited for you and grateful to God for granting you this gift.<br><br>However, your PPR script needs an overhaul oooo.<br><br><br>I expected much more from you. Please, can you give it some treatment... beef up your PPR script and make it more encouraging.<br><br>In the meantime, I'll rate you 3/10... your score will be revised upwards when we see an improvement. Please, look through other PPR stories on previous pages.<br><br>May Canny favour you and yours.<br><br>Go and prosper!<br><br>God bless!!!</span><br><br><br><blockquote><a href=""/post/75882147""><b>jolajemz</b></a>:<br>EE Profile<br>1. IELTS - 29/12/2017 <br>2. ECA - 24/05/2018<br>3. ECA (Spouse) - 03/07/2018<br>.<br>.<br>.<br>.<br>12. ADR submitted - (12/11/2018)<br>13. PPR - 19/02/2019<br></blockquote></div>",12:57pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">My Goddddddd!!!!<br><br>The Lord is good ooo...<br><br>This is great news.<br><br>Please, we await your PPR script ooo... <br><br>Ensure it does not fall my hand ooo.<br><br><br>Please, who can help with the hospital... Have you tried visiting IOM... I suggest you gate crash and beg them. Alternatively, send the document to QLife.. the designated email and gate crash first thing tomorrow.<br><br>You made the right decision. No delays abeg. Hold your visa in your hand mbok. No time to waste!!</span><br><br><br><blockquote><a href=""/post/75883469""><b>Zutlin</b></a>:<br>Please is there anyone who has a space to give out at either Qlife or IOM for this week? <br>I have been given PPR and Remeds. My PPR is for 15 days but I only have 10 days left. I've tried but can't seem to get a near date.<br><br>Alternatively, does anyone know a staff in either hospitals that can help?<br><br>The medicals is for just me.<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me. </blockquote></div>",1:02pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">Of course naaa...<br><br><br>I don talk am before. No excuses at all</span><br><br><blockquote><a href=""/post/75884237""><b>Topsmamen</b></a>:<br>Plenty congrats to @jolajemz and @arcUgo. <br><br>@jolajemz: butter up your PPR announcement jor. </blockquote></div>",1:04pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#770077;"">Use 30, the system will automatically drop 5points from your cumulative score on your birthday.</span><br><br><blockquote><a href=""/post/75880995""><b>slydog</b></a>:<br><br>Hi bro,<br>I will be 31 by August this year. When estimating my crs score should I use 30 or 31? I will be entering the pool soon, I am awaiting my ielts results and have a PhD. I'm also single. Pls advice</blockquote></div>",1:04pm,Feb-19,2019
"<div class=""narrow"">Good day everyone <br>Please, is it compulsory that the account I want to use for my proof of funds be at least 6 months?<br>I'm post ITA and my domiciliary account is just 2 months, is there any supporting document I can submit?</div>",1:09pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75888538""><b>Utonne</b></a>:<br><br><br>Chai, I just saw in my previous post in Part 6 that I booked space for Popsicle, CanadianNaija, Chandler bing &amp; Ifeoma 77 and none of us have gotten. </blockquote><br>We are all celebrating our PPRs in this part.  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",1:10pm,Feb-19,2019
"<div class=""narrow"">Please see the below:<br><br><b>Principal Applicant (PA):</b> if you have a spouse, it will be beneficial as your score may, in fact, be lower than that of your partner. So let your spouse be the PA.<br><b>Language:</b> study for and write the French test (TEF).<br><b>Education:</b> enrol for a masters' degree.<br><b>Atlantic Immigration Pilot Program (AIPP):</b> an alternative is to look at the <a href=""http://www.cic.gc.ca/english/immigrate/atlantic/index.asp"">AIPP</a><br><br><blockquote><a href=""/post/75890545""><b>justkay</b></a>:<br>Hello house,<br><br>Please i need your advise here. What can i do to increase my CRS score to 400 plus as the age factor will likely dim my chances of getting a higher score( I will be 42 in June, 2019)<br><br>I hold a Bachelor of Arts Degree<br><br>I have spent 13 years in government service<br><br>Can modestly score CLB 9 in IELTS<br><br>I do not have a relative in Canada neither have I ever been out of Nigeria<br><br>I have no job offer.....<br><br><br>Your suggestions will go a long way in helping me to make an informed decision on this matter.<br><br>Thank you.<br></blockquote></div>",1:17pm,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">I'm telling you ooo..<br><br>That trend has been here for a while.<br><br>May God grant us all our heart desires.<br><br>God bless**<br></span><br><blockquote><a href=""/post/75885766""><b>Popscicle</b></a>:<br>Congrats to the recent PPR clinchers.<br>Well done joo2018.<br>Hmm..that's how glittering star started part 4 and got PPR in part 4, smslive started part 6 and got PPR in part6. Joo2018 has tapped into the anointing that follows starting a new part <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br>There shall be abundance of PPRs in this part in Jesus name.</blockquote></div>",1:18pm,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the F<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote><br>Yaaayyy..first ppr of the thread..Congratulations!!!</div>",6:25am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75876884""><b>Swansy10</b></a>:<br><br><br>Is it just me that’s seeing that this your friends story is not adding up?<br><br>Firstly, how do you submit documents before ITA? What Is your friend submitting?<br>Secondly, who gets PPR 2 weeks after biometrics?. That can only happen if her visa office was in Lekki<br>Thirdly, how did your friends passport get ready before PPR?<br>And lastly, please ask your friend how many copies of the passport photograph she collected on the 18th was coloured cos I am not understanding anymore. This testimony is confusing me more than it’s encouraging me. I get headache.<br>But anyways, praise the Lord. It has finally ended in praise. <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">.</blockquote><br>I guess u will rather have headache than think deeper  that some dates are probably typos *sigh*</div>",6:28am,Feb-19,2019
"<div class=""narrow"">Hi all, <br><br>please does anyone have the link for December AOR WhatsApp group?</div>",6:40am,Feb-19,2019
"<div class=""narrow"">I didn't pay any additional fee.<br><br>[quote author=cmaamaa post=75874481][/quote]</div>",6:57am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75870390""><b>Mamaroon</b></a>:<br><br><br>I was focusing only on FSWP.....not a science o...just my thoughts....I believe we thread members are not part of the refugee,  humanitarian class....I may well be wrong. <br><br>Just take all my estimates with a bucket of salt.</blockquote>My bad. I have seen further data and I think you're correct. The 2019 target for FSWP, FST AND CEC is 81,400<br>Source <a href=""https://moving2canada.com/canada-immigration-levels-plan-2019-2021/"">https://moving2canada.com/canada-immigration-levels-plan-2019-2021/</a></div>",7:04am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote><br><br>congratulations here again boss... go prosper...</div>",7:31am,Feb-19,2019
"<div class=""narrow"">Professor Ralprulz, get ready to mark my script on this thread. E go happen.</div>",7:36am,Feb-19,2019
"<div class=""narrow"">Congratulations, go and prosper!<br><br><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote></div>",7:39am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote>C O N G R A T U L A T I O N S ArcUgo my ITA peer</div>",7:40am,Feb-19,2019
"<div class=""narrow"">Awwww, congratulations so happy for your and yours. Waiting for the full gist. <br><br>PPR stories dey sweet my Belle sha<blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> </blockquote></div>",7:45am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br><br> Ladies and Gents, <br> <b> *IT'S PPR!!!!*</b> ��������������������. </blockquote> First PPR testimony on this part. Big congratulations</div>",7:52am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75876539""><b>sunvick</b></a>:<br><span style=""color:#770077;"">Use the CRS tool and check your tentative score 1st (<a href=""http://www.cic.gc.ca/english/immigrate/skilled/crs-tool.asp"">http://www.cic.gc.ca/english/immigrate/skilled/crs-tool.asp</a>)<br>You will have to input your age, highest degree, supposed ielts score and years of work experience. <br><br>Quick Summary of the Steps<br>======================<br>1. Write IELTS (socre LRWS 8777)<br>2. Degree assessment with WES<br>3. Create profile<br>4. Enter pool sit don wait for ITA<br>4. Get ITA and apply<br>5. Wait for COPR<br></span><br><br></blockquote>Hi bro,<br>I will be 31 by August this year. When estimating my crs score should I use 30 or 31? I will be entering the pool soon, I am awaiting my ielts results and have a PhD. I'm also single. Pls advice</div>",7:56am,Feb-19,2019
"<div class=""narrow""><span style=""color:#000099;"">Congratulations oooooo.<br><br>This is good news.<br><br>So you are the one that launched our Part 7 for us.<br><br>Well we are waiting for the full gist ooo... because if i rate this PPR script... you will score...  <br><br><sub>Lips sealed</sub></span><br><br><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote></div>",7:58am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75874024""><b>drcynthia</b></a>:<br>....speedy PPR IJN....AMEN<br></blockquote><br>Thanks dear. May all our dreams come true.</div>",7:58am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75873929""><b>Ifeoma77</b></a>:<br><br><img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> your directions - better than Google map!<br>Twale</blockquote><br>The kainoftin I like to hear. <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",8:00am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75870740""><b>Ifeoma77</b></a>:<br>@johnnybravo1990 <br>If you're with family, just take drop/taxify/Uber. It won't cost more than #800 and will be cheaper than all the along you'll enter.<br>Even if you're alone, using keke and along will cost like #500 to get to Wuse II from Apo. If you're a <s>wicked</s> skillful pricer, you can get a drop to take you there with like #600. </blockquote><br><blockquote><a href=""/post/75871576""><b>Tojued</b></a>:<br><br><br>I had fun drawing up all the along options  <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""><br>It took me so long to understand Abuja transit, can't resist showing off my knowledge of the along system <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br><br>Welcome to part 7.</blockquote><br>I just got to IOM. I used along option, with 15 mins trekking. It cost me 200 naira in 2 transits. Thanks for your advices.</div>",8:03am,Feb-19,2019
"<div class=""narrow"">Congratulations!!!!!More PPR rains we pray.<br><br><br><br>[quote author=ArcUgo post=75877890]Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.</div>",8:06am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75872750""><b>NeneSisi</b></a>:<br>I must salute your friend's tenacity. Thank God it paid off. Congratulations to them. <br><br><br><br></blockquote><br>My husband says she is the man of the match</div>",8:11am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75879029""><b>xrstz</b></a>:<br>Hi all, <br><br>please does anyone have the link for December AOR WhatsApp group?<br><br></blockquote><br><br>I do...</div>",8:13am,Feb-19,2019
